,español,ingles
123, si respondes si a las preguntas de la prueba de los sueños.  xix  3. La pregunta de la realidad:  Estoy dependiendo de factores bajo mi control para lograr mi sueño?  4. La pregunta de la pasion:  Me impulsa mi sueño a seguirlo? 5. La pregunta del camino:  Tengo una estrategia para alcanzar mi sueño?  6. La pregunta del personal:  He incluido a las personas que necesito para convertir mi sueño en realidad? 7. La pregunta del cosio:  Estoy dispuesto a pagar el precio de mi sueño?  8. La pregunta de la tenacidad:  Me estoy acercando a mi sueño?  9. La pregunta de la satisfaccion:  Me trae satisfaccion trabajar para cumplir mi sueño?  10. La pregunta de la trascendencia:  Se benefician otros con mi sueño?  puedes tomar un descanso,if you answer yes to the dream test questions. xix 3. The reality question: Am I depending on factors under my control to achieve my dream? 4. The question of passion: Does my dream drive me to follow it? 5. The question of the way: I have a strategy to achieve my dream? 6. The staff question: Have I included the people I need to make my dream come true? 7. The cosio question: Am I willing to pay the price of my dream? 8. The question of tenacity: I'm getting closer to my dream? 9. The satisfaction question: Does it bring me satisfaction to work to fulfill my dream? 10. The question of transcendence: Do others benefit from my dream? you can take a break
124, escuchar musica jazz o considerar cues- ñones universales,listen to jazz music or consider universal cues
125, personales o aun ocurrentes al degusta! una ta/a de cafe.  Quien se imagina un lugar semejante? Partiendo de mi experiencia personal,personal or even witty when tasting! a cup of coffee. Who imagines a similar place? Based on my personal experience
126, diria que cuanto menos inspiradores sean rus origenes,I would say that the less inspiring are origins
127, tanto mas probable es que utilices tu imaginacion e inventes mundos en donde todo parece posible. Eso definitivamente fue cierto en mi caso.  Creo que Dios quiere que soñemos,the more likely it is that you use your imagination and invent worlds where everything seems possible. That was definitely true in my case. I think God wants us to dream
128, y que soñemos en grande,and that we dream big
129, porque El es un Dios grande que quiere hacer cosas grandes y hacerlas a traves de nosotros. Mi amigo Dale Turner afirma: Los sueños son renovables. No importa la edad o condicion que tengamos,because He is a great God who wants to do great things and make them through us. My friend Dale Turner says: Dreams are renewable. No matter what age or condition we have
130, aun restan posibilidades no aprovechadas dentro de nosotros y una nueva belleza que esta esperando nacer. Nunca es tarde para soñar.   ESTAS LISTO PARA PONER TU SUEÑO A PRUEBA?  Muy bien,there are still untapped possibilities within us and a new beauty that is waiting to be born. It is never too late to dream. ARE YOU READY TO PUT YOUR DREAM TO PROOF? very well
131, podrias decirte a ti mismo,you could tell yourself
132, tengo un sueño. Creo que vale la- pena seguirlo.  Y ahora que?  Como puedo saber que mis probabilidades de lograrlo son buenas? Eso nos conduce a las preguntas que abarcan los diez capitulos de este libro. Aqui estan:  1. La pregunta de la posesion:  Es este sueño realmente mi sueño? 2. La pregunta de la claridad:  Puedo ver mi sueño claramente?   Cual es tu sueño?  Siempre recuerda que solo hay dos clases de personas en \'% !-i este mundo: los realistas y los soñadores. Los realistas saben !- i hacia donde van. Los soñadores ya han estado alli.  %,I have a dream. I think it's worth-sorry to follow it. And now of possession: Is this dream really my dream? 2. The question of clarity: Can I see my dream clearly? What is your dream? Always remember that there are only two kinds of people in \ '%! -I this world: the realists and the dreamers. Realists know! - where they're going. The dreamers have already been there. %what? How can I know that my chances of achieving it are good? This leads us to the questions that comprise the ten chapters of this book. Here they are: 1. The question
133, ROKKRT ORBK.N ...r\'  El redactor de discursos y autor de comedia Robert Orben afirmo: Siempre recuerda que solo hay dos clases de personas en este mundo: los realistas y los soñadores. Los realistas saben hacia donde van. Los soñadores ya han estado alli. Si has definido tu sueño,ROKKRT ORBK.N ... r \ 'Speechwriter and comedy author Robert Orben said: Always remember that there are only two kinds of people in this world: the realists and the dreamers. Realists know where they are going. The dreamers have already been there. If you have defined your dream
134, entonces estas listo para ponerlo a prueba y empezar a seguirlo.   PUEDES RESPONDER AFIRMATIVAMENTE A LA PREGUNTA:  CUALES MI SUEÑO?  Si no estas seguro de cual es tu sueño,then you are ready to put it to the test and start following it. YOU CAN ANSWER AFFIRMATIVELY TO THE QUESTION: WHAT MY DREAM? If you are not sure of what your dream is
135, ya sea que tengas temor de soñar o porque de alguna manera perdiste tu sueño por el camino,whether you're afraid to dream or because somehow you lost your dream along the way
136, entonces empieza a prepararte para recibirlo al explorar lo siguiente:  1. Preparacion mental. Lee y estudia sobre las areas que te interesan. .2. Preparacion experiencia!. Participa en actividades en areas relacionadas con tus intereses. 3. Preparacion visual. C o 1 (>ca. fotografias de personas y cosas que te inspiran. 4. Preparacion de heroes. Lee acerca de personas que admiras y que te inspiran y trata de llegar a conocerles. .5. Preparacion fisica. Pon tu cuerpo en forma optima para seguir tu sueño. 6. Preparacion espiritual. Busca ayuda sobrenatural para lograr un. sueño que es mas grande que tu persona.  Una vez que haces estas seis cosas para colocarte en la mejor posicion posible para recibir un sueño,then begin to prepare to receive it by exploring the following: 1. Mental preparation. Read and study about the areas that interest you. .two. Preparation experience !. Participate in activities in areas related to your interests. 3. Visual preparation. C o 1 (> ca pictures of people and things that inspire you 4. Heroes preparation Read about people you admire and who inspire you and try to get to know them 5 Physical preparation Put your body in shape Optimum to follow your dream 6. Spiritual preparation Seeking supernatural help to achieve a dream that is greater than your person Once you do these six things to get yourself in the best possible position to receive a dream
137, enfocate en. descubrir el tuyo. Al hacerlo,focus on discover yours In doing so
138, recuerda las palabras de mi agente Matt Yates,remember the words of my agent Matt Yates
139, quien dice: LJn sueño es aquello que deseas cuando cualquier cosa y todo es posible.  xxi  LA PRUEBA DEL SUEÑO  Para ayudarte a poner a prueba tu sueño,who says: A dream is what you want when anything and everything is possible. xxi THE PROOF OF THE DREAM To help you put your dream to the test
140, he diseñado la Prueba del Sueño. Contesta cada una de las tres declaraciones que se hallan en las preguntas sobre el sueño,I have designed the Sleep Test. Answer each of the three statements found in the questions about the dream
141, respondiendo verdadero o tais o. Una vez que has completado la prueba,answering true or tais or. Once you have completed the test
142, recluta a tres personas que te conocen bien para que te ayuden a evaluarte a ti mismo. Si todavia no les has dicho tu sueño,recruit three people who know you well to help you evaluate yourself. If you have not told them your dream yet
143, hazlo ahora. Luego pideles que contesten cada una de las preguntas que se refieren a ti. Ademas,do it now. Then ask them to answer each of the questions that refer to you. Also
144, pideles que re den el puntaje total del 1 (ninguna posibilidad) ai 10 (certeza absoluta) de las probabilidades de que logres tu sueño.  /. La pregunta de la posesion:  Es este sueño realmente mi sueño? A. Yo seria,ask them to give the total score of 1 (no chance) to 10 (absolute certainty) of the odds that you will achieve your dream. /. The question of possession: Is this dream really my dream? A. I would be
145, la persona mas contenta del mundo si lograra mi sueño. B. He compartido mi sueño publicamente con otras personas,the happiest person in the world if I achieved my dream. B. I have shared my dream publicly with other people
146, incluyendo a mis seres queridos. C. Otros han desafiado mi sueño,including my loved ones. C. Others have challenged my dream
147, y yo aun lo anhelo.  2. La pregunta de la claridad:  Puedo ver mi sueño claramente? A. Puedo explicar lo esencial de mi sueño en una sola oracion. B. Puedo contestar casi cualquier pregunta sobre el que (si no ei como) de mi sueño. C. He escrito una clara descripcion de mi. sueño que incluye las principales caracterisricas u. objetivos.  3. La pregunta de la realidad:  Estoy dependiendo de factores bajo mi control para lograr mi sueño? A. Se cuales son mis mejores talentos y mi sueño depende mucho de ellos.  xx i i  B. Mis habitos actuales y practicas diarias contribuyen poderosamente al posible exito de nu sueño. C. Es muy probable que mi sueño se convierta en realidad aun si no tengo suerte,and I still crave it. 2. The question of clarity: Can I see my dream clearly? A. I can explain the essentials of my dream in one sentence. B. I can answer almost any question about what (if not how) of my dream. C. I have written a clear description of me. dream that includes the main characteristics u. objectives. 3. The reality question: Am I depending on factors under my control to achieve my dream? A. I know what my best talents are and my dream depends a lot on them. xx i i B. My current habits and daily practices contribute powerfully to the possible success of our dream. C. It is very likely that my dream will come true even if I'm not lucky
